id,time,balance,equity,margin,free_margin,profit
42,2026-03-17 09:05:01.467786,100000.0,100000.0,0.0,100000.0,0.0
43,2026-03-17 10:05:00.904939,100000.0,100000.0,0.0,100000.0,0.0
44,2026-03-17 10:05:01.164437,100000.0,100000.0,0.0,100000.0,0.0
45,2026-03-17 11:05:00.858547,100000.0,100000.0,0.0,100000.0,0.0
46,2026-03-17 11:05:01.045529,100000.0,100000.0,0.0,100000.0,0.0
47,2026-03-17 12:05:01.054448,100000.0,100000.0,0.0,100000.0,0.0
48,2026-03-17 12:05:01.311613,100000.0,100000.0,0.0,100000.0,0.0
49,2026-03-17 12:55:55.786035,100000.0,100000.0,0.0,100000.0,0.0
50,2026-03-17 13:05:01.108389,100000.0,100000.0,0.0,100000.0,0.0
51,2026-03-17 13:05:01.514540,100000.0,100000.0,0.0,100000.0,0.0
52,2026-03-17 13:35:01.428171,100000.0,100000.0,0.0,100000.0,0.0
53,2026-03-17 14:05:01.025214,100000.0,100000.0,0.0,100000.0,0.0
54,2026-03-17 14:05:03.248053,100000.0,100000.0,0.0,100000.0,0.0
55,2026-03-17 14:35:01.186465,100000.0,100000.0,0.0,100000.0,0.0
56,2026-03-17 15:05:00.759986,100000.0,100000.0,0.0,100000.0,0.0
57,2026-03-17 15:05:01.176328,100000.0,100000.0,0.0,100000.0,0.0
58,2026-03-17 15:35:00.609650,100000.0,100000.0,0.0,100000.0,0.0
59,2026-03-17 16:05:00.713859,100000.0,100000.0,0.0,100000.0,0.0
60,2026-03-17 16:05:01.302033,100000.0,100000.0,0.0,100000.0,0.0
61,2026-03-17 16:35:01.170774,100000.0,100000.0,0.0,100000.0,0.0
62,2026-03-17 17:05:00.872268,100000.0,100000.0,0.0,100000.0,0.0
63,2026-03-17 17:05:01.148111,100000.0,100000.0,0.0,100000.0,0.0
64,2026-03-17 17:35:00.874197,100000.0,100000.0,0.0,100000.0,0.0
65,2026-03-17 18:05:00.927047,100000.0,100000.0,0.0,100000.0,0.0
66,2026-03-17 18:05:01.374759,100000.0,100000.0,0.0,100000.0,0.0
67,2026-03-17 18:35:00.974383,100000.0,100000.0,0.0,100000.0,0.0
68,2026-03-17 18:55:02.771207,100000.0,100000.0,0.0,100000.0,0.0
69,2026-03-17 19:02:03.294944,100000.0,100000.0,0.0,100000.0,0.0
70,2026-03-17 19:05:00.545987,100000.0,100000.0,0.0,100000.0,0.0
71,2026-03-17 19:17:02.963001,100000.0,100000.0,0.0,100000.0,0.0
72,2026-03-17 19:32:03.173216,100000.0,100000.0,0.0,100000.0,0.0
73,2026-03-17 19:47:02.991256,100000.0,100000.0,0.0,100000.0,0.0
74,2026-03-17 20:02:03.091530,100000.0,100000.0,0.0,100000.0,0.0
75,2026-03-17 20:05:00.584351,100000.0,100000.0,0.0,100000.0,0.0
76,2026-03-17 20:17:02.587974,100000.0,100000.0,0.0,100000.0,0.0
77,2026-03-17 20:47:03.934271,100000.0,100000.0,0.0,100000.0,0.0
78,2026-03-17 21:02:04.067237,100000.0,100000.0,0.0,100000.0,0.0
79,2026-03-17 21:05:00.920133,100000.0,100000.0,0.0,100000.0,0.0
80,2026-03-17 21:14:31.655126,100000.0,100000.0,0.0,100000.0,0.0
81,2026-03-17 21:17:02.812263,100000.0,100000.0,0.0,100000.0,0.0
82,2026-03-17 21:32:02.764092,100000.0,100000.0,0.0,100000.0,0.0
83,2026-03-17 21:47:02.460960,100000.0,100000.0,0.0,100000.0,0.0
84,2026-03-17 22:02:03.579196,100000.0,100000.0,0.0,100000.0,0.0
85,2026-03-17 22:05:00.626976,100000.0,100000.0,0.0,100000.0,0.0
86,2026-03-17 22:17:03.209138,100000.0,100000.0,0.0,100000.0,0.0
87,2026-03-17 22:32:03.402212,100000.0,100000.0,0.0,100000.0,0.0
88,2026-03-17 22:47:03.684160,100000.0,99999.89,49.97,99949.92,-0.11
89,2026-03-17 23:02:04.827017,100000.0,99994.79,100.03,99894.76,-5.21
90,2026-03-17 23:05:00.724969,100000.0,99994.92,100.03,99894.89,-5.08
91,2026-03-17 23:17:04.443129,100000.0,99992.26,100.03,99892.23,-7.74
92,2026-03-17 23:32:03.683666,100000.0,99992.17,150.06,99842.11,-7.83
93,2026-03-17 23:47:05.062777,100000.0,99992.28,150.06,99842.22,-7.72
94,2026-03-18 00:02:05.570292,100000.0,99991.52,150.06,99841.46,-8.48
95,2026-03-18 00:05:04.966341,99985.05,99999.3,150.06,99849.24,14.25
96,2026-03-18 00:17:05.661004,99985.05,99918.24,9733.96,90184.28,-66.81
97,2026-03-18 00:32:02.502633,99985.05,100273.59,9733.96,90539.63,288.54
98,2026-03-18 00:47:04.901032,99994.17,100306.36,9733.96,90572.4,312.19
99,2026-03-18 01:02:05.075976,99994.17,99564.57,27325.48,72239.09,-429.6
100,2026-03-18 01:05:00.623505,99994.17,99373.34,27325.48,72047.86,-620.83
101,2026-03-18 01:17:04.728809,100020.59,99771.6,27225.55,72546.05,-248.99
102,2026-03-18 01:32:02.584788,100020.59,99731.6,27225.55,72506.05,-288.99
103,2026-03-18 01:47:04.791582,100031.24,99845.66,27225.44,72620.22,-185.58
104,2026-03-18 02:02:04.389652,99463.67,99398.98,27273.17,72125.81,-64.69
105,2026-03-18 02:05:00.684964,99463.67,99905.98,27273.17,72632.81,442.31
106,2026-03-18 02:17:04.897288,99463.67,100039.26,44843.48,55195.78,575.59
107,2026-03-18 02:32:03.412124,98984.88,99302.97,27218.54,72084.43,318.09
108,2026-03-18 02:47:04.405432,98984.88,99401.99,44797.8,54604.19,417.11
109,2026-03-18 03:02:03.562802,99584.88,100273.43,27208.99,73064.44,688.55
110,2026-03-18 03:05:02.091107,99584.88,100324.08,27208.99,73115.09,739.2
111,2026-03-18 03:17:02.950779,99584.88,100194.08,27208.99,72985.09,609.2
112,2026-03-18 03:32:04.318970,99584.88,100133.75,44823.07,55310.68,548.87
113,2026-03-18 03:47:02.818629,99584.88,99552.58,44823.07,54729.51,-32.3
114,2026-03-18 04:02:04.173833,99034.88,99088.73,27258.86,71829.87,53.85
115,2026-03-18 04:05:00.577466,99034.88,99098.7,27258.86,71839.84,63.82
116,2026-03-18 04:17:03.505347,99034.88,99318.73,27258.86,72059.87,283.85
117,2026-03-18 04:32:03.802686,99034.88,98767.73,27262.43,71505.3,-267.15
118,2026-03-18 04:47:05.611663,99040.74,98675.87,44794.28,53881.59,-364.87
119,2026-03-18 05:04:27.195425,98570.74,99002.98,77167.69,21835.29,432.24
120,2026-03-18 05:05:00.846100,98570.74,99033.68,77167.69,21865.99,462.94
121,2026-03-18 05:17:09.995696,98140.97,98888.89,71706.79,27182.1,747.92
122,2026-03-18 05:32:04.233206,98140.97,98714.34,71706.79,27007.55,573.37
123,2026-03-18 05:47:04.497997,97540.97,99065.5,71986.11,27079.39,1524.53
124,2026-03-18 06:02:05.213544,98010.97,98967.2,60179.81,38787.39,956.23
125,2026-03-18 06:05:02.893738,98010.97,99208.11,60179.81,39028.3,1197.14
126,2026-03-18 06:17:04.994825,99613.26,99491.31,32159.61,67331.7,-121.95
127,2026-03-18 06:32:04.551895,99133.26,99023.75,41778.31,57245.44,-109.51
128,2026-03-18 06:47:04.102554,99793.26,100103.54,31662.61,68440.93,310.28
129,2026-03-18 07:02:03.081778,100333.26,100238.32,22049.91,78188.41,-94.94
130,2026-03-18 07:05:01.259276,100333.26,100189.24,22049.91,78139.33,-144.02
131,2026-03-18 07:17:07.727397,100333.26,100410.25,94325.71,6084.54,76.99
132,2026-03-18 07:32:04.177607,100027.92,101668.66,94325.71,7342.95,1640.74
133,2026-03-18 07:47:06.754043,102173.32,102517.54,84183.31,18334.23,344.22
134,2026-03-18 08:02:05.480875,102843.32,103067.14,84192.04,18875.1,223.82
135,2026-03-18 08:05:00.664892,102843.32,103582.76,84192.04,19390.72,739.44
136,2026-03-18 08:17:04.733803,103237.27,103394.31,84192.04,19202.27,157.04
137,2026-03-18 08:32:08.818981,103075.99,102896.82,91927.34,10969.48,-179.17
138,2026-03-18 08:47:04.662512,103090.15,104127.17,91927.31,12199.86,1037.02
139,2026-03-18 09:02:05.897862,105131.29,105419.07,13359.81,92059.26,287.78
140,2026-03-18 09:05:01.642803,105131.29,105520.49,13359.81,92160.68,389.2
141,2026-03-18 09:17:03.883092,105131.29,105285.12,13359.81,91925.31,153.83
142,2026-03-18 09:32:03.088209,105911.29,105913.54,49.91,105863.63,2.25
143,2026-03-18 09:47:03.688034,105911.29,105892.08,26661.81,79230.27,-19.21
144,2026-03-18 10:02:04.788562,105911.29,105970.4,68326.31,37644.09,59.11
145,2026-03-18 10:05:01.088374,105911.29,105889.19,68326.31,37562.88,-22.1
146,2026-03-18 10:17:02.832084,105911.29,106276.65,68326.31,37950.34,365.36
147,2026-03-18 10:32:05.372639,105911.29,104453.15,68326.31,36126.84,-1458.14
148,2026-03-18 10:47:06.380127,104523.15,104823.08,26661.69,78161.39,299.93
149,2026-03-18 11:02:05.141356,104514.56,104944.56,71996.7,32947.86,430.0
150,2026-03-18 11:05:00.676768,104514.56,105504.56,71996.7,33507.86,990.0
151,2026-03-18 11:17:05.000660,105754.56,106134.34,66760.01,39374.33,379.78
152,2026-03-18 11:32:06.728981,108274.31,108584.26,45424.48,63159.78,309.95
153,2026-03-18 11:47:08.587385,108262.1,109172.93,45424.24,63748.69,910.83
154,2026-03-18 12:02:06.198436,107512.24,108002.24,13310.8,94691.44,490.0
155,2026-03-18 12:05:00.985180,107512.24,108372.24,13310.8,95061.44,860.0
156,2026-03-18 12:17:14.156732,108782.24,108565.74,44993.3,63572.44,-216.5
157,2026-03-18 12:32:10.465608,107222.24,106725.39,66945.6,39779.79,-496.85
158,2026-03-18 12:47:08.825241,105691.89,105839.9,84408.9,21431.0,148.01
159,2026-03-18 13:02:11.923226,104985.35,105365.29,103359.97,2005.32,379.94
160,2026-03-18 13:05:01.278830,105823.9,105750.23,103359.97,2390.26,-73.67
161,2026-03-18 13:17:11.563251,102557.6,101742.85,98765.47,2977.38,-814.75
162,2026-03-18 13:32:04.225245,105747.6,106353.5,32376.87,73976.63,605.9
163,2026-03-18 13:47:05.389214,105771.61,106748.37,45719.2,61029.17,976.76
164,2026-03-18 14:02:04.775618,107181.61,107703.08,13990.8,93712.28,521.47
165,2026-03-18 14:05:00.725075,107181.61,107913.08,13990.8,93922.28,731.47
166,2026-03-18 14:17:15.259082,107181.61,107343.21,57410.6,49932.61,161.6
167,2026-03-18 14:32:04.726741,107181.61,106396.11,78817.8,27578.31,-785.5
168,2026-03-18 14:44:59.071534,106349.51,107529.48,56817.8,50711.68,1179.97
169,2026-03-18 15:05:03.591199,110217.98,110301.46,1050.0,109251.46,83.48
170,2026-03-18 15:05:07.161112,110217.98,110288.73,3098.7,107190.03,70.75
171,2026-03-18 16:05:00.775485,110217.98,110241.99,3098.7,107143.29,24.01
172,2026-03-18 16:05:05.533813,110217.98,110245.66,3098.7,107146.96,27.68
173,2026-03-18 17:05:00.835249,110217.98,110265.68,3098.7,107166.98,47.7
174,2026-03-18 17:05:04.147357,110217.98,110263.18,3098.7,107164.48,45.2
175,2026-03-18 18:05:03.500602,110318.98,110314.93,2278.7,108036.23,-4.05
176,2026-03-18 18:05:06.358518,110318.98,110313.64,2278.7,108034.94,-5.34
177,2026-03-18 19:05:01.940835,110387.27,110144.32,2048.7,108095.62,-242.95
178,2026-03-18 19:05:07.796873,110387.27,110137.92,2048.7,108089.22,-249.35
179,2026-03-18 20:05:02.361807,109976.38,109952.2,48.7,109903.5,-24.18
180,2026-03-18 20:05:13.458497,109976.38,109886.18,3209.2,106676.98,-90.2
181,2026-03-18 21:05:05.105739,109926.26,109727.76,3160.5,106567.26,-198.5
182,2026-03-18 21:05:15.377211,109926.26,109531.76,4566.78,104964.98,-394.5
183,2026-03-18 22:05:00.870799,109926.26,109978.01,4566.78,105411.23,51.75
184,2026-03-18 22:05:08.805258,109926.26,109977.2,4615.04,105362.16,50.94
185,2026-03-18 23:05:01.392517,109926.26,109936.73,4615.04,105321.69,10.47
186,2026-03-18 23:05:03.896916,109926.26,109933.04,4615.04,105318.0,6.78
187,2026-03-19 00:05:03.264044,109926.26,110078.92,4615.04,105463.88,152.66
188,2026-03-19 00:05:08.934840,109926.26,110079.02,4615.04,105463.98,152.76
189,2026-03-19 01:05:01.405817,109926.26,109961.51,4615.04,105346.47,35.25
190,2026-03-19 01:05:04.654911,109926.26,109944.13,4615.04,105329.09,17.87
191,2026-03-19 02:05:01.200823,109926.26,109875.69,4615.04,105260.65,-50.57
192,2026-03-19 02:05:03.871962,109926.26,109875.02,4615.04,105259.98,-51.24
193,2026-03-19 03:05:01.142669,109926.26,109976.75,4615.04,105361.71,50.49
194,2026-03-19 03:05:04.156824,109926.26,109975.98,4615.04,105360.94,49.72
195,2026-03-19 04:05:01.252611,109926.26,109866.98,4615.04,105251.94,-59.28
196,2026-03-19 04:05:03.631937,109926.26,109866.41,4615.04,105251.37,-59.85
197,2026-03-19 05:05:01.005756,109926.26,109752.51,4615.04,105137.47,-173.75
198,2026-03-19 05:05:04.098392,109926.26,109740.44,7269.34,102471.1,-185.82
199,2026-03-19 06:05:03.325046,109926.26,109901.79,7269.34,102632.45,-24.47
200,2026-03-19 06:05:05.136840,109926.26,109895.36,7269.34,102626.02,-30.9
201,2026-03-19 07:05:01.666336,109871.5,110089.58,7221.08,102868.5,218.08
202,2026-03-19 07:05:06.393535,109871.5,110087.31,7268.76,102818.55,215.81
203,2026-03-19 08:05:01.130773,109871.5,109755.26,7268.76,102486.5,-116.24
204,2026-03-19 08:05:05.457475,109871.5,109744.72,7298.76,102445.96,-126.78
205,2026-03-19 09:05:02.167442,109567.71,109647.29,5251.08,104396.21,79.58
206,2026-03-19 09:05:07.894196,109567.71,109648.7,5298.23,104350.47,80.99
207,2026-03-19 10:05:01.885875,109205.71,109268.37,2643.93,106624.44,62.66
208,2026-03-19 10:05:04.577461,109205.71,109269.05,2643.93,106625.12,63.34
209,2026-03-19 10:38:40.787571,109205.71,109257.85,4643.93,104613.92,52.14
210,2026-03-19 10:42:15.865055,109205.71,109323.45,4643.93,104679.52,117.74
211,2026-03-19 11:05:02.085704,109205.71,109230.65,4643.93,104586.72,24.94
212,2026-03-19 11:05:05.084508,109205.71,109235.7,4643.93,104591.77,29.99
213,2026-03-19 11:39:32.564495,109373.51,109215.4,3237.65,105977.75,-158.11
214,2026-03-19 12:05:02.794408,109309.75,109018.56,3190.5,105828.06,-291.19
215,2026-03-19 12:05:05.314456,109309.75,109020.56,3190.5,105830.06,-289.19
216,2026-03-19 12:58:27.880628,109309.75,108776.59,3190.5,105586.09,-533.16
217,2026-03-19 13:05:02.122112,109302.7,108721.06,3160.5,105560.56,-581.64
218,2026-03-19 13:05:07.509035,109302.7,108698.32,6563.14,102135.18,-604.38
219,2026-03-19 14:05:03.587695,108296.13,108296.13,0.0,108296.13,0.0
220,2026-03-19 14:05:10.695441,108296.13,108279.6,5839.52,102440.08,-16.53
221,2026-03-19 15:05:00.669041,108296.13,108025.97,5839.52,102186.45,-270.16
222,2026-03-19 15:05:07.562303,108296.13,108023.97,5839.52,102184.45,-272.16
223,2026-03-19 16:05:01.639958,108413.66,108271.66,3839.52,104432.14,-142.0
224,2026-03-19 16:05:05.211556,108413.66,108269.66,3839.52,104430.14,-144.0
225,2026-03-19 17:05:00.687205,108413.66,108011.66,3839.52,104172.14,-402.0
226,2026-03-19 17:05:05.349893,108413.66,107993.66,6147.56,101846.1,-420.0
227,2026-03-19 18:05:01.630767,107683.66,107171.66,3475.9,103695.76,-512.0
228,2026-03-19 18:05:09.208828,107683.66,107173.66,6155.5,101018.16,-510.0
229,2026-03-19 19:05:04.124975,105555.66,105555.66,0.0,105555.66,0.0
230,2026-03-19 19:05:10.445912,105555.66,105555.66,0.0,105555.66,0.0
231,2026-03-19 20:05:01.210363,105555.66,105555.66,0.0,105555.66,0.0
232,2026-03-19 20:05:05.750504,105555.66,105555.66,0.0,105555.66,0.0
233,2026-03-19 21:05:01.128717,105555.66,105555.66,0.0,105555.66,0.0
234,2026-03-19 21:05:05.870805,105555.66,105555.66,0.0,105555.66,0.0
235,2026-03-19 22:05:00.897497,105555.66,105555.66,0.0,105555.66,0.0
236,2026-03-19 22:05:03.311534,105555.66,105555.66,0.0,105555.66,0.0
237,2026-03-19 23:05:03.219107,105555.66,105555.66,0.0,105555.66,0.0
238,2026-03-19 23:05:05.843300,105555.66,105555.66,0.0,105555.66,0.0
239,2026-03-20 00:05:00.871834,105555.66,105555.66,0.0,105555.66,0.0
240,2026-03-20 00:05:05.877913,105555.66,105555.66,0.0,105555.66,0.0
241,2026-03-20 01:05:00.906198,105555.66,105555.66,0.0,105555.66,0.0
242,2026-03-20 01:05:06.175092,105555.66,105555.66,0.0,105555.66,0.0
243,2026-03-20 02:05:00.825213,105555.66,105555.66,0.0,105555.66,0.0
244,2026-03-20 02:05:05.211594,105555.66,105555.66,0.0,105555.66,0.0
245,2026-03-20 03:05:01.097083,105555.66,105555.66,0.0,105555.66,0.0
246,2026-03-20 03:05:05.038282,105555.66,105555.66,0.0,105555.66,0.0
247,2026-03-20 04:05:01.201870,105555.66,105555.66,0.0,105555.66,0.0
248,2026-03-20 04:05:08.959213,105555.66,105555.66,0.0,105555.66,0.0
249,2026-03-20 05:05:00.942315,105555.66,105555.66,0.0,105555.66,0.0
250,2026-03-20 05:05:05.331051,105555.66,105555.66,0.0,105555.66,0.0
251,2026-03-20 06:05:02.134673,105555.66,105555.66,0.0,105555.66,0.0
252,2026-03-20 06:05:05.055740,105555.66,105555.66,0.0,105555.66,0.0
253,2026-03-20 07:05:01.630924,105555.66,105555.66,0.0,105555.66,0.0
254,2026-03-20 07:05:05.011601,105555.66,105555.66,0.0,105555.66,0.0
255,2026-03-20 08:05:01.182762,105555.66,105555.66,0.0,105555.66,0.0
256,2026-03-20 08:05:05.186451,105555.66,105555.66,0.0,105555.66,0.0
257,2026-03-20 09:05:01.588184,105555.66,105555.66,0.0,105555.66,0.0
258,2026-03-20 09:05:05.244590,105555.66,105555.66,0.0,105555.66,0.0
259,2026-03-20 10:05:01.292793,105555.66,105555.66,0.0,105555.66,0.0
260,2026-03-20 10:05:07.178520,105555.66,105555.66,0.0,105555.66,0.0
261,2026-03-20 11:05:01.589400,105555.66,105555.66,0.0,105555.66,0.0
262,2026-03-20 11:05:05.296645,105555.66,105555.66,0.0,105555.66,0.0
263,2026-03-20 12:05:01.360635,105555.66,105555.66,0.0,105555.66,0.0
264,2026-03-20 12:05:04.976000,105555.66,105555.66,0.0,105555.66,0.0
265,2026-03-20 13:05:01.421118,105555.66,105555.66,0.0,105555.66,0.0
266,2026-03-20 13:05:06.203300,105555.66,105555.66,0.0,105555.66,0.0
267,2026-03-20 14:05:01.339763,105555.66,105555.66,0.0,105555.66,0.0
268,2026-03-20 14:05:07.767594,105555.66,105555.66,0.0,105555.66,0.0
269,2026-03-20 14:41:44.967329,105555.66,105394.96,10454.04,94940.92,-160.7
270,2026-03-20 15:05:01.545582,105555.66,106284.44,10454.04,95830.4,728.78
271,2026-03-20 15:05:06.632514,105555.66,106414.48,10454.04,95960.44,858.82
272,2026-03-20 16:05:00.726638,105555.66,105640.13,10454.04,95186.09,84.47
273,2026-03-20 16:05:04.855977,105555.66,105946.53,10454.04,95492.49,390.87
274,2026-03-20 16:25:42.938695,105555.66,102740.24,10454.04,92286.2,-2815.42
275,2026-03-20 17:03:22.752391,105595.66,102984.32,9047.58,93936.74,-2611.34
276,2026-03-20 17:05:01.405427,105595.66,103052.42,9047.58,94004.84,-2543.24
277,2026-03-20 17:05:03.412607,105595.66,102987.74,9047.58,93940.16,-2607.92
278,2026-03-20 18:05:00.832769,105595.66,106081.33,9047.58,97033.75,485.67
279,2026-03-20 18:05:04.060980,105595.66,106050.07,9047.58,97002.49,454.41
280,2026-03-20 18:37:21.739637,105595.66,110178.18,9047.58,101130.6,4582.52
281,2026-03-20 19:05:01.069033,105595.66,117201.26,9047.58,108153.68,11605.6
282,2026-03-20 19:05:03.427690,105595.66,117289.04,9047.58,108241.46,11693.38
283,2026-03-20 20:05:00.766671,105595.66,116420.48,9047.58,107372.9,10824.82
284,2026-03-20 20:05:04.352748,105595.66,116656.1,9047.58,107608.52,11060.44
285,2026-03-20 21:05:00.907492,105595.66,117971.47,9047.58,108923.89,12375.81
286,2026-03-20 21:05:04.917949,105595.66,117971.47,9047.58,108923.89,12375.81
287,2026-03-20 22:05:01.634252,105595.66,117964.64,9047.58,108917.06,12368.98
288,2026-03-20 22:05:05.598739,105595.66,117964.64,9047.58,108917.06,12368.98
289,2026-03-20 22:11:18.816249,105595.66,117964.64,9047.58,108917.06,12368.98
290,2026-03-20 23:05:01.675944,105595.66,117964.64,9047.58,108917.06,12368.98
291,2026-03-20 23:05:03.708533,105595.66,117964.64,9047.58,108917.06,12368.98
292,2026-03-21 00:05:00.939865,105595.66,117964.64,9047.58,108917.06,12368.98
293,2026-03-21 00:05:05.440628,105595.66,117964.64,9047.58,108917.06,12368.98
294,2026-03-21 01:05:00.876754,105595.66,117964.64,9047.58,108917.06,12368.98
295,2026-03-21 01:05:04.762940,105595.66,117964.64,9047.58,108917.06,12368.98
296,2026-03-21 02:05:01.189697,105595.66,117964.64,9047.58,108917.06,12368.98
297,2026-03-21 02:05:07.435975,105595.66,117964.64,9047.58,108917.06,12368.98
298,2026-03-21 03:05:00.959270,105595.66,117964.64,9047.58,108917.06,12368.98
299,2026-03-21 03:05:05.671625,105595.66,117964.64,9047.58,108917.06,12368.98
300,2026-03-21 04:05:00.992216,105595.66,117964.64,9047.58,108917.06,12368.98
301,2026-03-21 04:05:04.730286,105595.66,117964.64,9047.58,108917.06,12368.98
302,2026-03-21 05:05:01.203662,105595.66,117964.64,9047.58,108917.06,12368.98
303,2026-03-21 05:05:05.009783,105595.66,117964.64,9047.58,108917.06,12368.98
304,2026-03-21 06:05:01.980941,105595.66,117964.64,9047.58,108917.06,12368.98
305,2026-03-21 06:05:04.796125,105595.66,117964.64,9047.58,108917.06,12368.98
306,2026-03-21 07:05:01.331162,105595.66,117964.64,9047.58,108917.06,12368.98
307,2026-03-21 07:05:04.653450,105595.66,117964.64,9047.58,108917.06,12368.98
308,2026-03-21 08:05:01.355559,105595.66,117964.64,9047.58,108917.06,12368.98
309,2026-03-21 08:05:05.262608,105595.66,117964.64,9047.58,108917.06,12368.98
310,2026-03-21 09:05:01.296816,105595.66,117964.64,9047.58,108917.06,12368.98
311,2026-03-21 09:05:04.915671,105595.66,117964.64,9047.58,108917.06,12368.98
312,2026-03-21 10:05:01.146368,105595.66,117964.64,9047.58,108917.06,12368.98
313,2026-03-21 10:05:05.786172,105595.66,117964.64,9047.58,108917.06,12368.98
314,2026-03-21 11:05:02.590907,105595.66,117964.64,9047.58,108917.06,12368.98
315,2026-03-21 11:05:06.185276,105595.66,117964.64,9047.58,108917.06,12368.98
316,2026-03-21 12:05:02.792604,105595.66,117964.64,9047.58,108917.06,12368.98
317,2026-03-21 12:05:07.479498,105595.66,117964.64,9047.58,108917.06,12368.98
318,2026-03-21 13:05:01.431355,105595.66,117964.64,9047.58,108917.06,12368.98
319,2026-03-21 13:05:05.357642,105595.66,117964.64,9047.58,108917.06,12368.98
320,2026-03-21 14:05:01.344592,105595.66,117964.64,9047.58,108917.06,12368.98
321,2026-03-21 14:05:05.118957,105595.66,117964.64,9047.58,108917.06,12368.98
322,2026-03-21 15:05:01.160672,105595.66,117964.64,9047.58,108917.06,12368.98
323,2026-03-21 15:05:05.799709,105595.66,117964.64,9047.58,108917.06,12368.98
324,2026-03-21 16:05:01.284240,105595.66,117964.64,9047.58,108917.06,12368.98
325,2026-03-21 16:05:05.226393,105595.66,117964.64,9047.58,108917.06,12368.98
326,2026-03-21 17:05:01.378126,105595.66,117964.64,9047.58,108917.06,12368.98
327,2026-03-21 17:05:06.326858,105595.66,117964.64,9047.58,108917.06,12368.98
328,2026-03-21 18:05:01.600050,105595.66,117964.64,9047.58,108917.06,12368.98
329,2026-03-21 18:05:04.609620,105595.66,117964.64,9047.58,108917.06,12368.98
330,2026-03-21 19:05:01.186273,105595.66,117964.64,9047.58,108917.06,12368.98
331,2026-03-21 19:05:05.583525,105595.66,117964.64,9047.58,108917.06,12368.98
332,2026-03-21 20:05:01.749986,105595.66,117964.64,9047.58,108917.06,12368.98
