id,ticket,symbol,order_type,volume,open_price,close_price,open_time,close_time,profit,swap,commission,stop_loss,take_profit,strategy,is_closed,comment,engine_version,strategy_version
27,55786921342,GBPUSD,SELL,10.0,1.3369900000000001,1.33747,2026-03-18 09:02:04.021044,2026-03-18 11:22:12.000000,-480.0,0.0,0.0,1.33747,1.33642,rsi_reversal,1,RSI reversal SELL | RSI=68.1 (prev=71.1),,
28,55786921465,USDJPY,BUY,0.29,158.715,158.641,2026-03-18 09:02:04.625093,2026-03-18 11:13:00.000000,-13.53,0.0,0.0,158.64073,158.8114,rsi_reversal,1,RSI reversal BUY | RSI=31.3 (prev=29.9),,
29,55787241679,GBPUSD,SELL,10.0,1.33719,1.33653,2026-03-18 09:32:03.208077,2026-03-18 11:39:05.000000,660.0,0.0,0.0,1.33761,1.33653,rsi_reversal,1,RSI reversal SELL | RSI=65.9 (prev=71.4),,
30,55787241830,NZDUSD,SELL,10.0,0.58709,0.58655,2026-03-18 09:32:04.041589,2026-03-18 11:51:43.000000,540.0,0.0,0.0,0.58745,0.58655,rsi_reversal,1,RSI reversal SELL | RSI=65.4 (prev=68.1),,
31,55787419353,USDCHF,BUY,10.0,0.78559,0.78609,2026-03-18 09:47:03.542301,2026-03-18 12:32:08.000000,636.06,0.0,0.0,0.78532,0.78609,macd_crossover,1,MACD crossover BUY | MACD=0.00006 Signal=0.00005,,
32,55787744893,EURUSD,SELL,10.0,1.15404,1.15318,2026-03-18 10:17:03.333123,2026-03-18 12:35:09.000000,860.0,0.0,0.0,1.15455,1.15318,macd_crossover,1,MACD crossover SELL | MACD=0.00019 Signal=0.00020,,
33,55787745041,GBPUSD,SELL,10.0,1.33639,1.33541,2026-03-18 10:17:04.187125,2026-03-18 12:36:29.000000,980.0,0.0,0.0,1.33699,1.33541,macd_crossover,1,MACD crossover SELL | MACD=0.00032 Signal=0.00034,,
34,55787745126,USDJPY,BUY,0.22,158.79,158.936,2026-03-18 10:17:04.822700,2026-03-18 13:25:47.000000,20.21,0.0,0.0,158.68975,158.93576,macd_crossover,1,MACD crossover BUY | MACD=-0.06092 Signal=-0.06351,,
35,55787745260,AUDUSD,SELL,10.0,0.71143,0.71045,2026-03-18 10:17:05.749274,2026-03-18 13:25:28.000000,980.0,0.0,0.0,0.71203,0.71045,macd_crossover,1,MACD crossover SELL | MACD=0.00026 Signal=0.00027,,
36,55787745570,USDCHF,SELL,10.0,0.78578,0.78602,2026-03-18 10:17:06.904593,2026-03-18 12:31:27.000000,-305.34,0.0,0.0,0.78602,0.78541,bollinger_bounce,1,BB bounce SELL | BB_pos=1.07 RSI=67.3,,
37,55787891768,USDCHF,SELL,10.0,0.78606,0.78631,2026-03-18 10:32:03.385924,2026-03-18 12:34:11.000000,-330.66,0.0,0.0,0.78631,0.78569,bollinger_bounce,1,BB bounce SELL | BB_pos=1.16 RSI=72.8,,
38,55788062787,EURUSD,BUY,10.0,1.15235,1.15302,2026-03-18 10:47:04.463075,2026-03-18 12:53:02.000000,670.0,0.0,0.0,1.15177,1.15302,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.11 RSI=28.6,,
39,55788063036,USDCAD,SELL,10.0,1.37127,1.37073,2026-03-18 10:47:05.066974,2026-03-18 13:08:32.000000,393.95,0.0,0.0,1.37163,1.37073,bollinger_bounce,1,BB bounce SELL | BB_pos=1.03 RSI=73.1,,
40,55788063200,USDCHF,SELL,10.0,0.7865,0.78679,2026-03-18 10:47:05.853198,2026-03-18 13:18:13.000000,-368.59,0.0,0.0,0.78679,0.78612,bollinger_bounce,1,BB bounce SELL | BB_pos=1.17 RSI=79.0,,
41,55788306591,EURUSD,BUY,10.0,1.1526399999999999,1.15219,2026-03-18 11:02:03.564717,2026-03-18 13:22:17.000000,-450.0,0.0,0.0,1.15219,1.15344,rsi_reversal,1,RSI reversal BUY | RSI=32.9 (prev=31.7),,
42,55788306667,XAUUSD,SELL,0.01,4993.85,4979.69,2026-03-18 11:02:04.215604,2026-03-18 13:45:38.000000,14.16,0.0,0.0,5002.32725,4979.69459,macd_crossover,1,MACD crossover SELL | MACD=0.64469 Signal=0.85205,,
43,55788506608,USDCAD,SELL,10.0,1.37021,1.3706800000000001,2026-03-18 11:17:03.744546,2026-03-18 13:26:44.000000,-342.9,0.0,0.0,1.37068,1.36943,macd_crossover,1,MACD crossover SELL | MACD=0.00027 Signal=0.00029,,
44,55788727886,EURUSD,BUY,10.0,1.15227,1.15302,2026-03-18 11:32:06.220647,2026-03-18 13:50:01.000000,770.0,0.0,0.0,1.15162,1.15302,rsi_reversal,1,RSI reversal BUY | RSI=31.1 (prev=28.4),,
45,55788728012,AUDUSD,BUY,10.0,0.71033,0.71111,2026-03-18 11:32:06.850546,2026-03-18 14:21:00.000000,780.0,0.0,0.0,0.70978,0.71111,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.02 RSI=37.9,,
46,55788728119,USDCHF,SELL,10.0,0.7872,0.7867,2026-03-18 11:32:07.454605,2026-03-18 13:47:44.000000,635.57,0.0,0.0,0.78752,0.7867,rsi_reversal,1,RSI reversal SELL | RSI=82.8 (prev=85.4),,
47,55788728220,USDCHF,SELL,10.0,0.7872,0.7867,2026-03-18 11:32:08.105147,2026-03-18 13:47:44.000000,635.57,0.0,0.0,0.78752,0.7867,bollinger_bounce,1,BB bounce SELL | BB_pos=1.03 RSI=82.8,,
48,55789593507,EURUSD,BUY,10.0,1.15377,1.15497,2026-03-18 12:47:03.130873,2026-03-18 16:16:51.000000,1240.0,0.0,0.0,1.15297,1.15497,macd_crossover,1,MACD crossover BUY | MACD=-0.00014 Signal=-0.00016,,
49,55789737063,GBPUSD,BUY,10.0,1.33586,1.33502,2026-03-18 13:02:03.346091,2026-03-18 15:32:19.000000,-840.0,0.0,0.0,1.33502,1.3372,macd_crossover,1,MACD crossover BUY | MACD=-0.00013 Signal=-0.00013,,
50,55789737399,NZDUSD,BUY,10.0,0.58629,0.58576,2026-03-18 13:02:04.231319,2026-03-18 15:33:06.000000,-530.0,0.0,0.0,0.58576,0.58703,macd_crossover,1,MACD crossover BUY | MACD=0.00001 Signal=0.00000,,
51,55790430988,XAUUSD,BUY,0.01,4979.47,4970.84,2026-03-18 13:47:05.191112,2026-03-18 15:56:13.000000,-8.59,0.0,0.0,4970.84456,4992.30817,rsi_reversal,1,RSI reversal BUY | RSI=34.8 (prev=32.6),,
52,55790702651,GBPUSD,BUY,10.0,1.3357999999999999,1.3371,2026-03-18 14:02:03.813680,2026-03-18 16:19:54.000000,1300.0,0.0,0.0,1.33495,1.3371,macd_crossover,1,MACD crossover BUY | MACD=-0.00010 Signal=-0.00013,,
53,55790702829,AUDUSD,SELL,10.0,0.71036,0.70909,2026-03-18 14:02:04.599901,2026-03-18 17:07:24.000000,1270.0,0.0,0.0,0.71106,0.70909,sma_crossover,1,"SMA20 crossed below SMA50, RSI=41.4",,
54,55791089303,XAUUSD,BUY,0.01,4971.32,4961.07,2026-03-18 14:17:03.750840,2026-03-18 16:26:25.000000,-10.25,0.0,0.0,4961.07449,4986.28827,rsi_reversal,1,RSI reversal BUY | RSI=31.2 (prev=29.8),,
55,55791089450,AUDUSD,SELL,10.0,0.71085,0.70962,2026-03-18 14:17:04.459144,2026-03-18 16:27:25.000000,1230.0,0.0,0.0,0.71162,0.70962,sma_crossover,1,"SMA20 crossed below SMA50, RSI=49.0",,
56,55791439302,GBPUSD,SELL,10.0,1.33547,1.33621,2026-03-18 14:32:04.714950,2026-03-18 16:52:26.000000,-740.0,0.0,0.0,1.33621,1.33151,sma_crossover,1,"SMA20 crossed below SMA90, RSI=48.9",,
57,55791439731,XAUUSD,BUY,0.01,4957.96,4945.75,2026-03-18 14:32:05.677123,2026-03-18 16:40:14.000000,-12.21,0.0,0.0,4945.74661,4975.25508,rsi_reversal,1,RSI reversal BUY | RSI=30.3 (prev=20.6),,
58,55791858719,XAUUSD,BUY,0.01,4933.32,4924.36,2026-03-18 14:47:07.421361,2026-03-18 17:01:11.000000,-9.86,0.0,0.0,4924.35834,4956.0625,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.05 RSI=17.6,,
59,55792804572,USDJPY,BUY,0.23,159.16,159.633,2026-03-18 15:17:06.279474,2026-03-18 23:46:13.000000,68.29,0.0,0.0,159.06415,159.63326,sma_crossover,1,"SMA5 crossed above SMA160, RSI=67.6",,
60,55792806756,AUDUSD,BUY,10.0,0.70812,0.70723,2026-03-18 15:17:10.611778,2026-03-18 17:30:22.000000,-870.0,0.0,0.0,0.70723,0.7091,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.17 RSI=29.7,,
61,55792807351,USDCAD,SELL,10.0,1.36978,1.37074,2026-03-18 15:17:11.933107,2026-03-18 17:44:13.000000,-700.35,0.0,0.0,1.37074,1.36839,sma_crossover,1,"SMA20 crossed below SMA50, RSI=52.0",,
62,55792807908,NZDUSD,BUY,10.0,0.58401,0.58332,2026-03-18 15:17:12.984812,2026-03-18 17:30:06.000000,-690.0,0.0,0.0,0.58332,0.58474,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.19 RSI=30.7,,
63,55793290312,AUDUSD,BUY,10.0,0.70725,0.70642,2026-03-18 15:32:07.049927,2026-03-18 17:46:17.000000,-830.0,0.0,0.0,0.70642,0.70836,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.15 RSI=26.3,,
64,55793290530,USDCAD,BUY,10.0,1.37026,1.37141,2026-03-18 15:32:07.731911,2026-03-18 18:03:20.000000,838.55,0.0,0.0,1.36946,1.37141,macd_crossover,1,MACD crossover BUY | MACD=-0.00009 Signal=-0.00013,,
65,55793291181,NZDUSD,BUY,10.0,0.58322,0.58266,2026-03-18 15:32:09.028544,2026-03-18 17:50:03.000000,-610.0,0.0,0.0,0.58266,0.58414,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.16 RSI=27.0,,
66,55793291527,USDCHF,BUY,10.0,0.78685,0.78788,2026-03-18 15:32:09.663915,2026-03-18 17:57:55.000000,1383.46,0.0,0.0,0.78605,0.78788,macd_crossover,1,MACD crossover BUY | MACD=0.00015 Signal=0.00014,,
67,55793830392,AUDUSD,BUY,10.0,0.7064,0.70558,2026-03-18 15:47:06.960136,2026-03-18 18:01:43.000000,-820.0,0.0,0.0,0.70558,0.70763,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.11 RSI=23.4,,
68,55793830936,NZDUSD,BUY,10.0,0.58296,0.5823,2026-03-18 15:47:07.872950,2026-03-18 17:54:44.000000,-660.0,0.0,0.0,0.5823,0.58382,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.08 RSI=25.3,,
69,55794355822,EURUSD,BUY,10.0,1.1504699999999999,1.14943,2026-03-18 16:02:05.352659,2026-03-18 18:12:29.000000,-1040.0,0.0,0.0,1.14943,1.15193,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.06 RSI=32.9,,
70,55794356231,GBPUSD,BUY,10.0,1.33127,1.33269,2026-03-18 16:02:06.300462,2026-03-18 19:01:27.000000,1410.0,0.0,0.0,1.32999,1.33269,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.10 RSI=29.0,,
71,55794356743,USDJPY,SELL,0.2,159.491,159.334,2026-03-18 16:02:07.024129,2026-03-18 23:00:18.000000,19.71,0.0,0.0,159.59552,159.33423,bollinger_bounce,1,BB bounce SELL | BB_pos=1.12 RSI=74.1,,
72,55794357352,XAUUSD,BUY,0.01,4857.08,4841.97,2026-03-18 16:02:07.997816,2026-03-18 18:16:35.000000,-15.22,0.0,0.0,4841.9688,4883.8968,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.03 RSI=9.6,,
73,55794358206,AUDUSD,BUY,10.0,0.70554,0.70456,2026-03-18 16:02:09.096398,2026-03-18 18:16:05.000000,-950.0,0.0,0.0,0.70456,0.70666,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.08 RSI=20.3,,
74,55794358788,USDCAD,SELL,10.0,1.37125,1.37191,2026-03-18 16:02:10.007192,2026-03-18 18:16:05.000000,-481.08,0.0,0.0,1.37191,1.37031,bollinger_bounce,1,BB bounce SELL | BB_pos=1.11 RSI=65.2,,
75,55794359142,NZDUSD,BUY,10.0,0.58212,0.58134,2026-03-18 16:02:10.751984,2026-03-18 18:16:04.000000,-780.0,0.0,0.0,0.58134,0.58294,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.07 RSI=21.3,,
76,55794868691,EURUSD,BUY,10.0,1.1491,1.15068,2026-03-18 16:17:05.985920,2026-03-18 18:29:57.000000,1580.0,0.0,0.0,1.14808,1.15068,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.10 RSI=28.4,,
77,55794869253,GBPUSD,BUY,10.0,1.33052,1.33213,2026-03-18 16:17:06.865796,2026-03-18 18:30:07.000000,1610.0,0.0,0.0,1.32938,1.33213,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.05 RSI=27.2,,
78,55794869608,USDJPY,SELL,0.19,159.57,159.415,2026-03-18 16:17:07.516414,2026-03-18 20:00:05.000000,18.47,0.0,0.0,159.67866,159.41451,bollinger_bounce,1,BB bounce SELL | BB_pos=1.06 RSI=76.1,,
79,55794870224,XAUUSD,BUY,0.01,4846.71,4870.66,2026-03-18 16:17:08.818328,2026-03-18 18:40:55.000000,24.01,0.0,0.0,4827.84276,4870.66086,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.01 RSI=8.5,,
80,55795687261,USDJPY,SELL,0.2,159.484,159.328,2026-03-18 16:47:03.675707,2026-03-18 23:00:18.000000,19.46,0.0,0.0,159.58971,159.32793,rsi_reversal,1,RSI reversal SELL | RSI=69.0 (prev=71.0),,
81,55795687455,AUDUSD,BUY,10.0,0.70636,0.70767,2026-03-18 16:47:04.383709,2026-03-18 19:59:35.000000,1310.0,0.0,0.0,0.70545,0.70767,rsi_reversal,1,RSI reversal BUY | RSI=32.5 (prev=25.4),,
82,55796027127,USDJPY,SELL,0.21,159.464,159.305,2026-03-18 17:02:04.202668,2026-03-18 23:00:26.000000,20.83,0.0,0.0,159.56134,159.30549,rsi_reversal,1,RSI reversal SELL | RSI=67.0 (prev=69.9),,
83,55796403987,USDJPY,SELL,0.22,159.492,159.339,2026-03-18 17:17:08.441457,2026-03-18 23:00:17.000000,21.12,0.0,0.0,159.58744,159.33885,rsi_reversal,1,RSI reversal SELL | RSI=69.1 (prev=69.7),,
84,55796404734,AUDUSD,BUY,10.0,0.70666,0.70792,2026-03-18 17:17:10.456492,2026-03-18 20:00:37.000000,1260.0,0.0,0.0,0.7057,0.70792,rsi_reversal,1,RSI reversal BUY | RSI=34.9 (prev=34.8),,
85,55796406311,USDCAD,BUY,10.0,1.3711,1.37002,2026-03-18 17:17:13.270673,2026-03-18 19:39:28.000000,-832.1,0.0,0.0,1.37002,1.37292,sma_crossover,1,"SMA20 crossed above SMA50, RSI=59.6",,
86,55796731486,USDJPY,SELL,0.22,159.498,159.354,2026-03-18 17:32:03.425053,2026-03-18 23:00:14.000000,19.88,0.0,0.0,159.59537,159.35445,rsi_reversal,1,RSI reversal SELL | RSI=69.7 (prev=70.0),,
87,55796731944,AUDUSD,BUY,10.0,0.70626,0.70752,2026-03-18 17:32:04.122867,2026-03-18 19:59:24.000000,1280.0,0.0,0.0,0.70527,0.70752,rsi_reversal,1,RSI reversal BUY | RSI=33.5 (prev=32.2),,
88,55797381996,XAUUSD,BUY,0.01,4870.22,4820.1,2026-03-18 18:05:05.536668,2026-03-19 01:16:25.000000,-50.12,0.0,0.0,4820.09858,4945.50213,rsi_reversal,1,RSI reversal BUY | RSI=18.5 (prev=18.1),,
89,55797382205,USDCAD,SELL,2.0,1.3698000000000001,1.37262,2026-03-18 18:05:06.218628,2026-03-19 00:59:40.000000,-410.89,0.0,0.0,1.37262,1.36569,macd_crossover,1,MACD crossover SELL | MACD=0.00018 Signal=0.00019,,
90,55802872071,USDCAD,SELL,2.0,1.37267,1.37436,2026-03-18 23:05:09.121651,2026-03-19 13:42:36.000000,-247.68,0.0,0.0,1.37436,1.36782,bollinger_bounce,1,BB bounce SELL | BB_pos=1.01 RSI=60.9,,
91,55802872288,NZDUSD,SELL,2.0,0.58025,0.58332,2026-03-18 23:05:10.465119,2026-03-19 18:54:48.000000,-654.2,0.0,0.0,0.58332,0.57812,sma_crossover,1,"SMA20 crossed below SMA50, RSI=32.6",,
92,55803701587,AUDUSD,BUY,2.0,0.70314,0.70379,2026-03-19 00:05:12.877744,2026-03-19 16:22:28.000000,167.8,0.0,0.0,0.6985,0.70703,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.09 RSI=25.8,,
93,55803842238,XAUUSD,BUY,0.01,4825.9,4771.14,2026-03-19 01:05:06.608327,2026-03-19 11:47:17.000000,-54.76,0.0,0.0,4771.13697,4907.39455,rsi_reversal,1,RSI reversal BUY | RSI=23.4 (prev=20.2),,
94,55807363547,GBPUSD,SELL,2.0,1.32715,1.32896,2026-03-19 08:05:03.478599,2026-03-19 14:51:38.000000,-362.0,0.0,0.0,1.32896,1.31811,sma_crossover,1,"SMA20 crossed below SMA90, RSI=37.1",,
95,55809286106,XAUUSD,BUY,0.01,4767.62,4711.59,2026-03-19 10:05:04.784366,2026-03-19 13:11:31.000000,-56.11,0.0,0.0,4711.59054,4852.3142,rsi_reversal,1,RSI reversal BUY | RSI=22.8 (prev=21.2),,
96,55810298993,USDJPY,BUY,0.03,159.204,158.832,2026-03-19 11:05:03.926742,2026-03-19 18:04:26.000000,-7.05,0.0,0.0,158.83202,159.75947,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.04 RSI=39.4,,
97,55811574548,XAUUSD,BUY,0.01,4714.9,4651.23,2026-03-19 12:05:05.551321,2026-03-19 16:53:38.000000,-63.76,0.0,0.0,4651.23396,4809.07406,rsi_reversal,1,RSI reversal BUY | RSI=18.5 (prev=16.7),,
98,55813312826,USDCHF,BUY,2.0,0.79518,0.79214,2026-03-19 13:38:40.142092,2026-03-19 18:55:09.000000,-767.54,0.0,0.0,0.79214,0.79847,macd_crossover,1,MACD crossover BUY | MACD=0.00141 Signal=0.00139,,
99,55817070157,USDJPY,BUY,2.0,158.82,158.513,2026-03-19 16:05:06.269711,2026-03-19 18:49:43.000000,-384.83,0.0,0.0,158.51306,159.82581,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.00 RSI=28.5,2.0,
100,55817070960,AUDUSD,BUY,2.0,0.70129,0.70532,2026-03-19 16:05:06.930546,2026-03-19 19:02:21.000000,800.0,0.0,0.0,0.69855,0.70532,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.01 RSI=35.7,2.0,
101,55819089303,GBPUSD,SELL,2.0,1.33583,1.33948,2026-03-19 17:05:08.081330,2026-03-19 22:23:38.000000,-730.0,0.0,0.0,1.33948,1.32289,bollinger_bounce,1,BB bounce SELL | BB_pos=1.17 RSI=66.4,2.0,
102,55819089906,USDJPY,BUY,2.0,158.166,158.257,2026-03-19 17:05:09.133448,2026-03-19 20:56:11.000000,117.53,0.0,0.0,157.80018,159.39407,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.11 RSI=18.7,2.0,
103,55819090459,NZDUSD,SELL,2.0,0.5839,0.58604,2026-03-19 17:05:10.091904,2026-03-19 23:58:01.000000,-422.0,0.0,0.0,0.58604,0.58021,bollinger_bounce,1,BB bounce SELL | BB_pos=1.02 RSI=57.7,2.0,
104,55823443476,EURUSD,SELL,2.0,1.1540300000000001,1.15842,2026-03-19 20:05:04.808376,2026-03-19 23:59:05.000000,-880.0,0.0,0.0,1.15842,1.14616,bollinger_bounce,1,BB bounce SELL | BB_pos=1.02 RSI=67.3,2.0,
105,55824610838,GBPUSD,SELL,2.0,1.3397999999999999,1.34393,2026-03-19 21:05:05.556734,2026-03-20 00:05:01.000000,-826.0,0.0,0.0,1.34393,1.32668,rsi_reversal,1,RSI reversal SELL | RSI=71.6 (prev=73.2),2.0,
106,55841108281,XAUUSD,SELL,1.54,4576.15,4498.93,2026-03-20 17:41:39.374990,2026-03-23 03:06:07.000000,11915.6,0.0,0.0,4648.69855,4442.34518,macd_crossover,1,MACD crossover SELL | MACD=-24.49706 Signal=-22.32575,2.0,
107,55841108536,USDCHF,BUY,2.0,0.78977,0.78676,2026-03-20 17:41:40.306581,2026-03-23 03:27:49.000000,-762.37,0.0,0.0,0.78676,0.79334,macd_crossover,1,MACD crossover BUY | MACD=-0.00060 Signal=-0.00063,2.0,
108,55841109769,AUDUSD,BUY,2.0,0.70322,0.70343,2026-03-20 17:41:43.223948,2026-03-20 21:31:22.000000,40.0,0.0,0.0,0.70078,0.70795,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.22 RSI=36.5,2.0,
109,55856220803,USDCAD,BUY,2.0,1.37327,1.37347,2026-03-23 09:05:04.581647,2026-03-23 12:36:23.000000,29.12,0.0,0.0,1.36969,1.37721,macd_crossover,1,MACD crossover BUY | MACD=-0.00019 Signal=-0.00023,2.1,
